,id,campaign_id,coupon_id,customer_id,campaign_type,start_date,end_date,campaign_type_X,campaign_type_Y,campaign_duration_days,age_range,marital_status,rented,family_size,no_of_children,income_bracket,age_range_18-25,age_range_26-35,age_range_36-45,age_range_46-55,age_range_56-70,age_range_70+,marital_status_Married,marital_status_Single,has_demographics,n_category_matches,n_brand_matches,coupon_relevance_ratio,n_transactions,total_spend,avg_spend,coupon_usage_rate,coupon_discount_ratio
35586,90854,22,869,1565,X,2013-09-16,2013-10-18,1,0,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,738,24,0.8419889502762431,905,74584.05,82.41331491712708,0.0033149171270718232,0.0010028953911727775
35587,90859,19,456,1122,Y,2013-08-26,2013-09-27,0,1,32,70+,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,408,49,0.3149552033080634,1451,209415.46,144.32492074431426,0.009648518263266712,0.002602386662379177
35588,90861,25,744,1159,Y,2013-10-21,2013-11-22,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,776,1,0.7,1110,96763.81,87.1746036036036,0.06036036036036036,0.022189804225360703
35589,90862,16,999,1463,Y,2013-07-15,2013-08-16,0,1,32,36-45,Married,0.0,5.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,181,3,0.06571428571428571,2800,284042.58999999997,101.44378214285713,0.020714285714285713,0.0070137369188191115
35590,90867,18,880,874,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,867,23,0.635260528194147,1401,187577.57,133.88834403997146,0.02212705210563883,0.003835799770729517
35591,90869,18,570,1582,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,579,1,0.6823529411764706,850,117931.44,138.7428705882353,0.07176470588235294,0.01963818978213104
35592,90870,18,252,1567,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,2,0.03067484662576687,815,101297.56999999999,124.29149693251533,0.03680981595092025,0.007700480870370336
35593,90871,25,647,484,Y,2013-10-21,2013-11-22,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,152,18,0.09747706422018348,1744,162432.89,93.138125,0.0011467889908256881,0.00038372770440764793
35594,90873,18,760,922,X,2013-08-10,2013-10-04,1,0,55,70+,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,628,0,0.7008928571428571,896,117418.29000000001,131.0471986607143,0.0011160714285714285,0.00030335989393134573
35595,90876,18,411,894,X,2013-08-10,2013-10-04,1,0,55,18-25,Single,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,786,0,0.8078108941418294,973,91156.0,93.68550873586845,0.04316546762589928,0.0183538110491904
35596,90877,23,41,103,Y,2013-10-08,2013-11-15,0,1,38,46-55,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1192,0,0.6870317002881844,1735,268786.20999999996,154.92000576368875,0.0,-0.0
35597,90878,21,1061,1556,Y,2013-09-16,2013-10-18,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054,0,0.6934210526315789,1520,210279.32,138.34165789473684,0.0506578947368421,0.011272815605452784
35598,90879,20,836,161,Y,2013-09-07,2013-11-16,0,1,70,46-55,Married,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,204,1,0.07172848145556333,2858,239025.65,83.63388733379986,0.02099370188943317,0.009580352568856103
35599,90880,18,217,197,X,2013-08-10,2013-10-04,1,0,55,18-25,Married,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,754,377,1.1635802469135803,972,90740.25999999998,93.3541769547325,0.07818930041152264,0.03500331605838468
35600,90886,23,899,386,Y,2013-10-08,2013-11-15,0,1,38,36-45,Married,0.0,4.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,784,8,0.7286108555657773,1087,136585.57,125.65369825206993,0.0,-0.0
35601,90888,21,874,12,Y,2013-09-16,2013-10-18,0,1,32,46-55,Married,0.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,78,0,0.08091286307053942,964,135164.71,140.21235477178422,0.046680497925311204,0.008841287048964187
35602,90890,17,703,971,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,914,9,0.8757115749525617,1054,77397.51000000001,73.43217267552183,0.008538899430740038,0.0021632478874320372
35603,90891,19,456,1447,Y,2013-08-26,2013-09-27,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,86,15,0.24815724815724816,407,41216.14,101.26815724815725,0.007371007371007371,0.003716262609744629
35604,90892,18,1000,1335,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62,1,0.09574468085106383,658,52726.899999999994,80.1320668693009,0.05623100303951368,0.020726232719920953
35605,90895,18,1061,441,X,2013-08-10,2013-10-04,1,0,55,70+,Single,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,449,0,0.611716621253406,734,103889.15,141.53835149863758,0.005449591280653951,0.0015600281646350942
35606,90896,23,869,942,Y,2013-10-08,2013-11-15,0,1,38,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,687,1,0.5671887881286067,1213,175388.76,144.59089859851608,0.0008244023083264633,0.00020309169185072062
35607,90897,20,403,566,Y,2013-09-07,2013-11-16,0,1,70,26-35,Married,0.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2089,5,0.7889977392614921,2654,307490.77,115.8593707611153,0.08251695553880935,0.02028470643200119
35608,90901,18,483,1239,X,2013-08-10,2013-10-04,1,0,55,36-45,Single,1.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1637,3,0.7047700902449506,2327,405811.07000000007,174.3923807477439,0.0700472711645896,0.01180983061896266
35609,90902,18,267,1311,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105,0,0.12544802867383512,837,103904.20999999999,124.13884109916367,0.0,-0.0
35610,90906,23,715,1093,Y,2013-10-08,2013-11-15,0,1,38,46-55,Married,0.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,871,3,0.644542772861357,1356,184083.74,135.75497050147493,0.024336283185840708,0.004827748501850299
35611,90911,17,673,265,Y,2013-07-29,2013-08-30,0,1,32,18-25,Single,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,871,5,0.8521400778210116,1028,86444.51,84.08999027237354,0.10603112840466926,0.033120553289040566
35612,90912,18,229,1425,X,2013-08-10,2013-10-04,1,0,55,18-25,Married,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,174,98,0.9577464788732394,284,33800.99,119.0175704225352,0.0,-0.0
35613,90915,18,34,397,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,43,1,0.09090909090909091,484,54322.229999999996,112.2360123966942,0.006198347107438017,0.000950807800047973
35614,90918,20,838,963,Y,2013-09-07,2013-11-16,0,1,70,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99,3,0.06631989596879063,1538,150862.0,98.08972691807543,0.0013003901170351106,0.00035416473333244947
35615,90920,18,717,1443,X,2013-08-10,2013-10-04,1,0,55,56-70,Single,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,109,0,0.5396039603960396,202,17362.050000000003,85.95074257425745,0.0297029702970297,0.006975558761782161
35616,90924,18,195,86,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,378,162,1.003717472118959,538,55465.83,103.09633828996283,0.0018587360594795538,0.0014448535251343033
35617,90928,25,1016,1529,Y,2013-10-21,2013-11-22,0,1,32,46-55,Married,0.0,5.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1267,7,0.7538461538461538,1690,164327.33,97.23510650887573,0.03254437869822485,0.014958741190525034
35618,90930,18,1064,424,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,584,0,0.7643979057591623,764,73586.51,96.31742146596858,0.02225130890052356,0.01983665212550507
35619,90934,16,269,1425,Y,2013-07-15,2013-08-16,0,1,32,18-25,Married,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,40,1,0.1443661971830986,284,33800.99,119.0175704225352,0.0,-0.0
35620,90935,18,267,19,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,398,1,0.286843997124371,1391,129142.26999999999,92.84131560028756,0.002875629043853343,0.0007032554097120952
35621,90940,22,981,977,X,2013-09-16,2013-10-18,1,0,32,46-55,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,793,0,0.8026315789473685,988,71639.17000000001,72.50928137651823,0.04757085020242915,0.01415580331262911
35622,90944,23,244,60,Y,2013-10-08,2013-11-15,0,1,38,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,456,0,0.13701923076923078,3328,274081.02,82.35607572115386,0.02013221153846154,0.007735303962310122
35623,90948,20,390,128,Y,2013-09-07,2013-11-16,0,1,70,36-45,Married,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,338,5,0.15367383512544802,2232,195935.43,87.78469086021505,0.005376344086021506,0.0030886705890813115
35624,90949,20,834,695,Y,2013-09-07,2013-11-16,0,1,70,56-70,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,272,13,0.16267123287671234,1752,216734.14,123.70670091324202,0.014269406392694063,0.0025473144194080354
35625,90950,16,959,1320,Y,2013-07-15,2013-08-16,0,1,32,26-35,Married,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,87,0,0.08293612964728313,1049,83335.63,79.44292659675882,0.0038131553860819827,0.002799642841843279
35626,90954,18,514,150,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2021,0,0.7452064896755162,2712,315795.35,116.44371312684365,0.01327433628318584,0.004717010557628541
35627,90960,18,236,1191,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,496,127,0.9188790560471977,678,63154.880000000005,93.14879056047198,0.0029498525073746312,0.0016920307662685761
35628,90963,18,1032,457,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,4.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,369,0,0.7015209125475285,526,55009.06,104.5799619771863,0.0,-0.0
35629,90964,18,206,33,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,5.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,631,157,0.7733071638861629,1019,150993.66999999998,148.17828263002943,0.002944062806673209,0.0014154235737166997
35630,90972,18,560,205,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,86,0,0.088659793814433,970,117461.66,121.09449484536083,0.08762886597938144,0.018267407424686487
35631,90973,17,1077,99,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,577,0,0.9072327044025157,636,61057.329999999994,96.00209119496854,0.0,-0.0
35632,90978,23,932,68,Y,2013-10-08,2013-11-15,0,1,38,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1189,6,0.7408555486670799,1613,142380.49,88.27060756354618,0.009919404835709857,0.0039276448620172615
35633,90980,18,209,1168,X,2013-08-10,2013-10-04,1,0,55,18-25,Married,1.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,592,243,0.983510011778563,849,71153.95999999999,83.80914016489987,0.04711425206124853,0.01727071831279665
35634,90981,25,1016,1466,Y,2013-10-21,2013-11-22,0,1,32,46-55,Married,0.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1741,6,0.5074063316874818,3443,557669.4000000001,161.97194307290158,0.004647110078419983,0.0008207550925333179
35635,90985,20,837,1570,Y,2013-09-07,2013-11-16,0,1,70,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115,0,0.09688289806234204,1187,147788.32,124.5057455770851,0.0016849199663016006,0.00048204079997661516
35636,90986,18,892,903,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,301,0,0.7678571428571429,392,43696.6,111.47091836734694,0.04081632653061224,0.012879720618995526
35637,90989,25,736,627,Y,2013-10-21,2013-11-22,0,1,32,46-55,Married,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2343,3,0.68416447944007,3429,417555.18000000005,121.77170603674543,0.037328667249927096,0.009450966456696812
35638,90990,19,455,782,Y,2013-08-26,2013-09-27,0,1,32,56-70,Married,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,252,0,0.11028446389496718,2285,368764.88,161.38506783369803,0.01400437636761488,0.0021442660157876205
35639,90994,18,514,1128,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,254,0,0.675531914893617,376,44515.130000000005,118.39130319148937,0.005319148936170213,0.004801064267362579
35640,90996,18,202,1502,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,325,118,0.8949494949494949,495,57606.45999999999,116.37668686868685,0.010101010101010102,0.0050949147022747105
35641,90997,25,295,395,Y,2013-10-21,2013-11-22,0,1,32,36-45,Married,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,541,0,0.8147590361445783,664,50334.3,75.8046686746988,0.012048192771084338,0.004812026788889485
35642,91000,22,492,1215,X,2013-09-16,2013-10-18,1,0,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,849,4,0.6980360065466449,1222,127347.42,104.21229132569557,0.004091653027823241,0.002041816002240171
35643,91001,23,932,60,Y,2013-10-08,2013-11-15,0,1,38,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2519,52,0.7725360576923077,3328,274081.02,82.35607572115386,0.02013221153846154,0.007735303962310122
35644,91003,25,1016,483,Y,2013-10-21,2013-11-22,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,483,0,0.6580381471389646,734,80518.17,109.69777929155313,0.07220708446866485,0.014886080992650479
35645,91006,18,789,1390,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,355,0,0.6513761467889908,545,50072.72,91.8765504587156,0.003669724770642202,0.0014227307803530544
35646,91008,18,205,559,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1130,682,1.26890756302521,1428,95764.47,67.0619537815126,0.0056022408963585435,0.0013947761628086072
35647,91009,18,228,147,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,768,413,1.417767106842737,833,31401.029999999995,37.696314525810315,0.0024009603841536613,0.0015314784260261527
35648,91011,18,461,751,X,2013-08-10,2013-10-04,1,0,55,26-35,Single,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,433,0,0.6482035928143712,668,89772.97,134.3906736526946,0.0014970059880239522,0.00011907815904943325
35649,91016,18,230,804,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,113,44,0.7235023041474654,217,32724.32,150.80331797235024,0.0,-0.0
35650,91017,25,527,1444,Y,2013-10-21,2013-11-22,0,1,32,46-55,Married,0.0,2.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1797,62,0.6580530973451327,2825,368772.70999999996,130.53901238938053,0.004601769911504424,0.004316615510947109
35651,91019,18,217,270,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,456,179,1.1140350877192982,570,55328.58,97.06768421052632,0.007017543859649123,0.0013519233640191019
35652,91020,18,34,1137,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94,0,0.15959252971137522,589,65840.59,111.7836842105263,0.0050933786078098476,0.0031106950894577343
35653,91021,18,637,978,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,1.0,4.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,721,0,0.6369257950530035,1132,164253.24,145.10003533568903,0.009717314487632508,0.0018324752680677716
35654,91023,18,497,1173,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,327,0,0.821608040201005,398,52907.2,132.9326633165829,0.002512562814070352,0.0006732543018719569
35655,91024,17,652,865,Y,2013-07-29,2013-08-30,0,1,32,26-35,Married,0.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1165,0,0.7009626955475331,1662,155596.97999999998,93.62032490974728,0.0012033694344163659,0.00045784950324871345
35656,91025,18,187,15,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,637,145,0.9444444444444444,828,115717.54999999999,139.7554951690821,0.04710144927536232,0.01129681712065283
35657,91027,18,637,1384,X,2013-08-10,2013-10-04,1,0,55,56-70,Single,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,961,0,0.7461180124223602,1288,155930.19,121.06381211180124,0.003105590062111801,0.002167829077871322
35658,91031,19,969,1093,Y,2013-08-26,2013-09-27,0,1,32,46-55,Married,0.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,268,2,0.19911504424778761,1356,184083.74,135.75497050147493,0.024336283185840708,0.004827748501850299
35659,91033,23,618,464,Y,2013-10-08,2013-11-15,0,1,38,46-55,Married,0.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,3064,32,0.7489114658925979,4134,432020.30000000005,104.5041848089018,0.053217223028543786,0.017473229845912333
35660,91034,16,959,703,Y,2013-07-15,2013-08-16,0,1,32,46-55,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,145,0,0.15360169491525424,944,166579.95,176.461811440678,0.00211864406779661,0.0003292713198677271
35661,91035,20,390,1285,Y,2013-09-07,2013-11-16,0,1,70,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42,2,0.06340057636887608,694,115373.73999999999,166.24458213256483,0.037463976945244955,0.007033142897161868
35662,91037,18,702,183,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,523,0,0.8210361067503925,637,65245.35,102.42598116169545,0.0015698587127158557,0.0004093778330563021
35663,91038,18,32,761,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,621,276,1.31524926686217,682,60106.520000000004,88.13272727272728,0.001466275659824047,0.004616470892009719
35664,91041,22,929,967,X,2013-09-16,2013-10-18,1,0,32,36-45,Married,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,980,2,0.7209985315712188,1362,156733.77000000002,115.07618942731278,0.05947136563876652,0.013474186194844924
35665,91042,18,411,1351,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,479,0,0.7033773861967695,681,114360.76999999999,167.93064610866372,0.004405286343612335,0.0021771451871126788
35666,91043,18,187,1458,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,931,279,1.0262934690415606,1179,131756.75,111.75296861747243,0.010178117048346057,0.0034820227426678326
35667,91045,18,423,356,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,462,2,0.8013816925734024,579,52741.19,91.09013816925734,0.0,-0.0
35668,91047,22,981,1377,X,2013-09-16,2013-10-18,1,0,32,26-35,Married,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,650,1,0.6867088607594937,948,134071.96,141.42611814345992,0.0,-0.0
35669,91049,17,906,1582,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,579,7,0.6894117647058824,850,117931.44,138.7428705882353,0.07176470588235294,0.01963818978213104
35670,91051,18,31,157,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,184,108,1.3904761904761904,210,20005.5,95.26428571428572,0.0,-0.0
35671,91052,17,796,994,Y,2013-07-29,2013-08-30,0,1,32,46-55,Single,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,694,2,0.5989672977624785,1162,186064.21000000002,160.12410499139418,0.0034423407917383822,0.0011103156270622918
35672,91062,23,869,371,Y,2013-10-08,2013-11-15,0,1,38,26-35,Married,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,299,3,0.5490909090909091,550,65008.19,118.1967090909091,0.0018181818181818182,0.00019182198427613505
35673,91065,18,1052,147,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,768,0,0.921968787515006,833,31401.029999999995,37.696314525810315,0.0024009603841536613,0.0015314784260261527
35674,91070,18,699,829,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,37,1,0.05499276410998553,691,55411.619999999995,80.19047756874095,0.001447178002894356,0.0008613716761935493
35675,91071,20,389,1547,Y,2013-09-07,2013-11-16,0,1,70,46-55,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,229,3,0.12314225053078556,1884,233714.3,124.05217622080679,0.12048832271762208,0.034011782762115965
35676,91073,18,699,242,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,22,1,0.036741214057507986,626,54916.8,87.72651757188498,0.0,-0.0
35677,91074,18,1054,83,X,2013-08-10,2013-10-04,1,0,55,46-55,Single,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,615,0,0.7454545454545455,825,96272.84999999999,116.69436363636362,0.0,-0.0
35678,91079,18,229,637,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,858,536,1.227112676056338,1136,115117.88,101.33616197183099,0.0017605633802816902,0.0004641329392097908
35679,91080,18,1022,605,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,237,0,0.6810344827586207,348,61210.729999999996,175.89290229885057,0.0028735632183908046,0.0003200419272895455
35680,91083,22,929,585,X,2013-09-16,2013-10-18,1,0,32,46-55,Married,0.0,5.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,639,4,0.7573616018845701,849,99322.76999999999,116.98795053003532,0.01060070671378092,0.006656177631775675
35681,91084,17,173,668,Y,2013-07-29,2013-08-30,0,1,32,26-35,Married,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,691,1,0.7134020618556701,970,112154.16999999998,115.62285567010308,0.0010309278350515464,0.00017467027752958274
35682,91086,18,514,392,X,2013-08-10,2013-10-04,1,0,55,26-35,Single,1.0,5.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,655,0,0.6873032528856243,953,107712.98,113.02516264428121,0.005246589716684155,0.0023479064454441797
35683,91087,23,39,627,Y,2013-10-08,2013-11-15,0,1,38,46-55,Married,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2343,256,0.757946923301254,3429,417555.18000000005,121.77170603674543,0.037328667249927096,0.009450966456696812
35684,91091,18,470,1015,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,498,0,0.7455089820359282,668,96092.44,143.85095808383235,0.15269461077844312,0.02401968354638512
35685,91093,18,765,792,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,44,0,0.034782608695652174,1265,114492.59999999999,90.50798418972332,0.0047430830039525695,0.003867149492630965
